mmsi,imo
255806048,IMO9741712
255806049,IMO9741700
255806051,IMO9583055
255806053,IMO9259379
255806057,IMO9778399
255806064,IMO9286786
255806065,IMO9320049
255806066,IMO9357092
255806068,IMO9395111
255806077,IMO9252553
255806078,IMO9252541
255806086,IMO9454242
255806090,IMO9604809
255806094,IMO9294513
255806103,IMO9395020
255806105,IMO9450351
255806106,IMO9652519
255806110,IMO9368742
255806114,IMO9248124
255806116,IMO9342695
255806121,IMO9314947
255806122,IMO9387451
255806126,IMO9335812
255806134,IMO9570656
255806142,IMO9238363
255806152,IMO9410272
255806166,IMO9810329
255806167,IMO9713210
255806168,IMO9635248
255806169,IMO9465095
255806170,IMO9450363
255806176,IMO9785378
255806179,IMO9376907
255806180,IMO9238351
255806181,IMO9392092
255806182,IMO9810343
255806183,IMO9810331
255806184,IMO9810355
255806186,IMO9785392
255806187,IMO9789685
255806189,IMO9785407
255806202,IMO9813230
255806203,IMO9808845
255806204,IMO9667045
255806205,IMO9667057
255806206,IMO9623659
255806221,IMO9813242
255806223,IMO9589762
255806239,IMO9486427
255806240,IMO9504293
255806252,IMO9848998
255806254,IMO9849007
255806277,IMO9849813
255806281,IMO9849825
255806282,IMO9491367
255806283,IMO9480564
255806288,IMO9283954
255806289,IMO9317808
255806294,IMO9741877
255806295,IMO9596026
255806296,IMO9596040
255806297,IMO9741865
255806302,IMO9853046
255806304,IMO9252577
255806325,IMO9853034
255806326,IMO9853022
255806331,IMO9626168
255806335,IMO9857169
255806337,IMO9713234
255806338,IMO9857183
255806339,IMO9857157
255806340,IMO9857171
255806342,IMO9892482
255806343,IMO9892494
255806344,IMO9892523
255806351,IMO9897121
255806356,IMO9892509
255806358,IMO9892535
255806359,IMO9897133
255806362,IMO9289087
255806367,IMO9299537
255806368,IMO9631876
255806369,IMO9402079
255806376,IMO9289099
255806377,IMO9299525
255806378,IMO9676606
255806386,IMO9717668
255806388,IMO9676618
255806389,IMO9642370
255806430,IMO9724049
255806448,IMO9360764
255806449,IMO9362449
255806458,IMO9321897
255806467,IMO9802413
255806485,IMO9401166
255806487,IMO9705146
255806488,IMO9705158
255806489,IMO9704960
255806490,IMO9702065
255806491,IMO9702106
255806492,IMO9705005
255806493,IMO9702089
255806494,IMO9704972
255806496,IMO9710426
255806497,IMO9702077
255806498,IMO9704996
255806499,IMO9702261
255806500,IMO9704984
255806501,IMO9717670
255806502,IMO9793947
255806506,IMO9720457
255806507,IMO9720201
255806509,IMO9291406
255806516,IMO9387607
255806520,IMO9720196
255806521,IMO9720287
255870000,IMO9415246
255878000,IMO9414187
255903590,IMO9954151
255915562,IMO9621209
255915572,IMO9549566
255915593,IMO9672222
255915608,IMO9459955
255915615,IMO9197478
255915616,IMO9605152
255915618,IMO9447861
255915619,IMO9447885
255915620,IMO9952488
255915623,IMO9253155
255915639,IMO9589621
255915640,IMO9589633
255915643,IMO9952440
255915644,IMO9673630
255915661,IMO9954175
255915665,IMO9968920
255915669,IMO9995856
255915672,IMO9493755
255915675,IMO9952452
255915687,IMO9973688
255915688,IMO9973690
255915723,IMO9401661
255915727,IMO9952517
255915729,IMO9948645
255915734,IMO9963542
255915735,IMO9963554
255915761,IMO9773313
255915762,IMO9429754
255915781,IMO9598165
255915782,IMO9643180
255915792,IMO9535096
255915805,IMO9609330
255915807,IMO9855563
255915817,IMO9983695
255915818,IMO9983683
255915819,IMO9691589
255915824,IMO9623063
255915832,IMO9989924
255915838,IMO9430131
255915843,IMO9499723
255915870,IMO9430143
255915878,IMO9658783
255915892,IMO9541849
255915893,IMO9952402
255915904,IMO9728394
255915909,IMO9723954
255915911,IMO9906465
255915918,IMO9584310
255915951,IMO9494814
255915953,IMO9496173
255915963,IMO9712486
255916030,IMO9842827
255916032,IMO9589619
255916044,IMO9485784
255916045,IMO9485813
255916092,IMO9423516
255916095,IMO9465306
255916102,IMO9713404
255916113,IMO9902081
255916274,IMO9950129
255916276,IMO9969857
255916278,IMO9950117
255916291,IMO9485772
255916293,IMO9485837
255944000,IMO9942732
255975000,IMO9444285
255980000,IMO9288409
255994000,IMO9954163
255995000,IMO9954187
256001000,IMO9966831
256006000,IMO9966570
256011000,IMO9293806
256022000,IMO9323481
256028000,IMO9686326
256029000,IMO9013268
256035000,IMO9931159
256041000,IMO9235983
256042000,IMO9308194
256052000,IMO9936927
256056000,IMO9153771
256058000,IMO9250995
256062000,IMO9705067
256071000,IMO9322499
256075000,IMO9250971
256095000,IMO9331165
256104000,IMO9718117
256106000,IMO9718571
256144000,IMO9303780
256151000,IMO9480198
256163000,IMO9705079
256169000,IMO9705081
256170000,IMO9412830
256172000,IMO9480215
256175000,IMO9979474
256179000,IMO9979462
256189000,IMO9979486
256190000,IMO9979498
256198000,IMO9464780
256213000,IMO9674567
256256000,IMO8606264
256300000,IMO9436355
256311000,IMO9332884
256313000,IMO9698941
256317000,IMO9279513
256318000,IMO9343089
256346000,IMO8111958
256350000,IMO9578995
256389000,IMO9175901
256402000,IMO8610916
256408000,IMO9698214
256416000,IMO9381873
256426000,IMO9521825
256430000,IMO9354662
256433000,IMO9937294
256449000,IMO9732606
256458000,IMO9718208
256484000,IMO9663776
256490000,IMO9635640
256524000,IMO9722962
256542000,IMO9953717
256548000,IMO9365788
256558000,IMO9670107
256562000,IMO9381861
256566000,IMO9722974
256567000,IMO9480174
256570000,IMO9295373
256572000,IMO9356696
256573000,IMO9480186
256576000,IMO9525924
256592000,IMO9951525
256604000,IMO9436367
256606000,IMO9726243
256608000,IMO9607291
256615000,IMO8517994
256617000,IMO9660097
256621000,IMO9747651
256624000,IMO9744764
256631000,IMO9701360
256636000,IMO9969912
256638000,IMO9468152
256644000,IMO9722651
256651000,IMO9938327
256663000,IMO9623702
256671000,IMO9705328
256672000,IMO9545065
256676000,IMO9951537
256680000,IMO9111371
256682000,IMO9595840
256685000,IMO9968487
256687000,IMO9436379
256713000,IMO9486465
256715000,IMO9978597
256740000,IMO9397494
256763000,IMO9723277
256772000,IMO9500273
256780000,IMO8311091
256785000,IMO9552343
256787000,IMO9951551
256788000,IMO9951549
256820000,IMO9695640
256840000,IMO1039369
256843000,IMO9970014
256845000,IMO9970026
256847000,IMO9969998
256850000,IMO9231145
256854000,IMO9953793
256855000,IMO9450624
256856000,IMO9970002
256868000,IMO9703813
256871000,IMO9618317
256884000,IMO9938341
256888000,IMO9473028
256889000,IMO9691034
256892000,IMO9691046
256916000,IMO9295165
256919000,IMO9698202
256930000,IMO9305594
256932000,IMO9308510
256937000,IMO9308508
256938000,IMO9305582
256940000,IMO9305570
256948000,IMO9975246
256950000,IMO9975234
256959000,IMO8707771
256978000,IMO9712955
256979000,IMO9938353
256989000,IMO9327798
256995000,IMO9295220
256998000,IMO9354791
257073000,IMO9801299
257085720,IMO9414917
257087080,IMO9495935
257091890,IMO9186235
257160000,IMO9762857
257242000,IMO9515412
257248000,IMO9176577
257263000,IMO9122655
257264000,IMO9138525
257268000,IMO9605798
257269000,IMO9070450
257277000,IMO9401972
257310000,IMO9396127
257316000,IMO9289013
257323000,IMO9299276
257325000,IMO9299288
257328000,IMO9254642
257350000,IMO9396139
257365000,IMO9355525
257366000,IMO9420045
257368000,IMO9420057
257394000,IMO9401855
257407000,IMO9852731
257408000,IMO9285483
257424000,IMO9182954
257432000,IMO9589956
257435000,IMO9589968
257450000,IMO8018168
257457000,IMO9396141
257470000,IMO9485796
257474000,IMO9485801
257478000,IMO9485784
257480000,IMO9485813
257481000,IMO9485825
257482000,IMO9485758
257484000,IMO9485772
257486000,IMO9485837
257496000,IMO9285495
257497000,IMO8204951
257502000,IMO9764063
257507000,IMO9126455
257515000,IMO7507253
257516000,IMO9371086
257523000,IMO9687174
257527000,IMO9186209
257530000,IMO9249295
257532000,IMO9182966
257533000,IMO9185463
257534000,IMO9186223
257535000,IMO9401790
257536000,IMO9401805
257548000,IMO9186211
257560000,IMO9295830
257565000,IMO9191307
257593000,IMO9557111
257613000,IMO9191319
257615000,IMO9182978
257620000,IMO9881380
257654000,IMO9493975
257661000,IMO9396153
257672000,IMO9191321
257674000,IMO9431836
257711000,IMO9191876
257712000,IMO9176395
257713000,IMO9075709
257714000,IMO9075711
257732000,IMO9409338
257758000,IMO9218648
257761000,IMO9367554
257763000,IMO9962677
257768000,IMO9669213
257771000,IMO9738208
257774000,IMO9724764
257791000,IMO9911654
257795000,IMO9307578
257798000,IMO7710410
257801000,IMO9307580
257807000,IMO9299290
257818000,IMO9698197
257831000,IMO9748461
257842000,IMO9593854
257844000,IMO9593866
257864000,IMO9684976
257869000,IMO9312470
257881000,IMO9701920
257887000,IMO1041831
257891000,IMO9701932
257953000,IMO9873278
257972000,IMO9744051
258002000,IMO9908475
258003000,IMO9801249
258005000,IMO9616840
258007000,IMO9603805
258008000,IMO9603790
258009000,IMO9593907
258011000,IMO9593892
258014000,IMO9593878
258030000,IMO9873280
258071000,IMO9951989
258075000,IMO9734989
258097000,IMO9744063
258102000,IMO9744087
258106000,IMO9295842
258136000,IMO9720847
258151000,IMO9719666
258251000,IMO9735000
258288000,IMO9744075
258297000,IMO9744104
258389000,IMO9684988
258491000,IMO9724776
258628000,IMO9684990
258720000,IMO9318474
258734000,IMO9310513
258758000,IMO9312482
258774000,IMO9186302
258775000,IMO9734991
258872000,IMO9706918
258882000,IMO9171280
258954000,IMO9071557
258964000,IMO9071569
258975000,IMO9673381
258977000,IMO9673379
258981000,IMO9342205
259001000,IMO9179725
259006000,IMO9484845
259023000,IMO9138513
259024000,IMO9515395
259075000,IMO9710737
259093000,IMO9490791
259099000,IMO9490870
259135000,IMO9698185
259164000,IMO9432490
259165000,IMO9774850
259274000,IMO9710749
259303000,IMO9762845
259545000,IMO9490844
259645000,IMO9207510
259701000,IMO9490806
259705000,IMO9155303
259709000,IMO9368912
259725000,IMO9103128
259732000,IMO9384540
259733000,IMO7931454
259739000,IMO9382396
259795000,IMO9475181
259805000,IMO9377511
259885000,IMO9103130
259895000,IMO9377523
259951000,IMO9520936
259976000,IMO9430519
262005000,IMO9575981
262006000,IMO9582427
262007000,IMO9693496
262008000,IMO9693501
265012000,IMO9700524
265021000,IMO7616250
265050000,IMO9945590
265055000,IMO9945617
265491000,IMO9189251
265827240,IMO9731640
265884000,IMO9240160
266261000,IMO9332937
266282000,IMO9377494
266283000,IMO9377509
266338000,IMO9505041
266339000,IMO9505027
269021000,IMO9539377
269023000,IMO9493963
269025000,IMO9583110
269038000,IMO9520950
269047000,IMO9775373
269056000,IMO9710048
269066000,IMO9775385
269084000,IMO9694945
269085000,IMO9694933
269095000,IMO9731248
269308000,IMO9694921
269837000,IMO9542829
271001254,IMO9245249
271002721,IMO9224673
271042325,IMO9574169
271042433,IMO9365855
271042759,IMO9365867
271042805,IMO9442500
271043028,IMO9365879
271043241,IMO9108257
271044570,IMO9740653
271048031,IMO9550321
271051270,IMO9370795
271052065,IMO9336036
273291380,IMO9436331
275542000,IMO9962964
303189000,IMO9215696
303210000,IMO9316139
303340000,IMO9526502
303348100,IMO8862739
303352000,IMO9295220
303411000,IMO9097288
303436000,IMO9043835
303530000,IMO9505089
303553000,IMO9730309
303582000,IMO9629988
303583000,IMO9938327
303584000,IMO9273686
303657000,IMO9333010
303829025,IMO9578971
303829026,IMO9578983
303829046,IMO9578969
303845000,IMO9232242
303923000,IMO8211306
303924000,IMO8211291
303932000,IMO7826178
303940000,IMO7826166
304010228,IMO9197466
304010886,IMO9193800
304010983,IMO9204934
304043000,IMO9436329
304053000,IMO9508419
304060000,IMO9266566
304080796,IMO9147681
304094000,IMO9700392
304122000,IMO9355434
304127000,IMO9347841
304161000,IMO9539377
304200000,IMO9362633
304251000,IMO9228617
304262000,IMO9346421
304330000,IMO9473248
304332000,IMO9473236
304342000,IMO9736183
304343000,IMO9736195
304364000,IMO9239288
304373000,IMO9235385
304460000,IMO9252876
304479000,IMO9266308
304489000,IMO9413901
304509000,IMO9508407
304512000,IMO9266310
304519000,IMO9885283
304521000,IMO9415143
304523000,IMO9885295
304543000,IMO9885300
304571000,IMO9463578
304577000,IMO9266554
304580000,IMO9372925
304581000,IMO9415040
304587000,IMO9290074
304596000,IMO9061253
304599000,IMO9521849
304603000,IMO9283538
304617000,IMO9685097
304676000,IMO9294977
304679000,IMO9291963
304726000,IMO9283966
304746000,IMO9291975
304813000,IMO9238686
304824000,IMO9812004
304869000,IMO9349289
304881000,IMO9362621
304882000,IMO9081289
304883000,IMO9736200
304888000,IMO9736212
304906000,IMO9344239
304909000,IMO9356414
304918000,IMO9081320
304939000,IMO9329643
304948000,IMO9430222
304954000,IMO9347827
304959000,IMO9431331
304968000,IMO9347047
304994000,IMO9347839
305024000,IMO9369069
305030000,IMO9614701
305034000,IMO9347853
305048000,IMO9427079
305056000,IMO9357200
305063000,IMO9388883
305065000,IMO9337236
305066000,IMO9384318
305075000,IMO9333058
305081000,IMO9963401
305086000,IMO9963413
305087000,IMO9428786
305089000,IMO9344370
305097000,IMO9421116
305108000,IMO9427081
305113000,IMO9369071
305121000,IMO9303314
305122000,IMO9934266
305131000,IMO9964429
305140000,IMO9355472
305141000,IMO9500077
305146000,IMO9213935
305152000,IMO9360192
305157000,IMO9213959
305159000,IMO9357224
305160000,IMO9357236
305161000,IMO9435105
305164000,IMO9376488
305172000,IMO9435026
305176000,IMO9344394
305177000,IMO9402055
305179000,IMO9193812
305187000,IMO9360207
305204000,IMO9370109
305205000,IMO9370111
305222000,IMO9402067
305230000,IMO9415296
305245000,IMO9435117
305246000,IMO9435129
305276000,IMO9614696
305277000,IMO9346005
305293000,IMO9386988
305302000,IMO9433327
305305000,IMO9438573
305315000,IMO9369095
305343000,IMO9407574
305345000,IMO9311787
305347000,IMO9311775
305361000,IMO9435856
305366000,IMO9484194
305367000,IMO9484209
305372000,IMO9436965
305375000,IMO9438585
305380000,IMO9500053
305392000,IMO9407586
305404000,IMO9435868
305410000,IMO9500065
305413000,IMO9467017
305434000,IMO9736224
305459000,IMO9433298
305460000,IMO9501241
305461000,IMO9501253
305462000,IMO9501265
305463000,IMO9501277
305469000,IMO9468085
305470000,IMO9468097
305472000,IMO9407598
305480000,IMO9501863
305514000,IMO9474371
305529000,IMO9508304
305533000,IMO9501875
305535000,IMO9546796
305536000,IMO9407603
305538000,IMO9445887
305540000,IMO9944778
305543000,IMO9736236
305546000,IMO9484223
305560000,IMO9511636
305561000,IMO9511648
305590000,IMO9508380
305598000,IMO9535591
305616000,IMO9457103
305621000,IMO9505510
305623000,IMO9202091
305624000,IMO9605891
305625000,IMO9593658
305630000,IMO9593660
305653000,IMO9434931
305655000,IMO9517422
305656000,IMO9535606
305657000,IMO9605906
305663000,IMO9506734
305669000,IMO9484235
305679000,IMO9467005
305682000,IMO9571375
305691000,IMO9512381
305700000,IMO9535618
305703000,IMO9484247
305716000,IMO1056264
305717000,IMO9563706
305718000,IMO9504724
305719000,IMO9504736
305737000,IMO9620669
305738000,IMO9620657
305740000,IMO9506746
305749000,IMO9559872
305755000,IMO9571387
305756000,IMO9571399
305757000,IMO9508421
305760000,IMO1056288
305767000,IMO9415052
305776000,IMO9506758
305790000,IMO9362827
305792000,IMO9508433
305796000,IMO9539389
305799000,IMO9290048
305803000,IMO9811983
305806000,IMO9811995
305822000,IMO9559884
305823000,IMO9508457
305825000,IMO9559896
305826000,IMO9559901
305853000,IMO9563720
305854000,IMO9504748
305855000,IMO9504786
305856000,IMO9563732
305859000,IMO9504798
305864000,IMO9508469
305865000,IMO9508471
305866000,IMO9415064
305869000,IMO9549566
305885000,IMO9508483
305908000,IMO9563744
305931000,IMO9240548
305933000,IMO9549592
305955000,IMO9452218
305961000,IMO9631345
305962000,IMO9255725
305969000,IMO9634684
305996000,IMO9583055
305997000,IMO9506148
306039000,IMO9618783
308015000,IMO9321249
308090000,IMO9015187
308124000,IMO9015216
308126000,IMO9030149
308299000,IMO7915412
308369000,IMO9357315
308397000,IMO8007793
308438000,IMO9030137
308599000,IMO9311854
308695000,IMO8308147
308717000,IMO9138094
308726000,IMO9210438
308808000,IMO9361809
308876000,IMO9320336
308921000,IMO9311866
308976000,IMO7926162
309046000,IMO9321237
309075000,IMO9014755
309108000,IMO9357298
309116000,IMO9377717
309193000,IMO9007489
309253000,IMO9357303
309285000,IMO9318498
309369000,IMO9338826
309509000,IMO9338620
309587000,IMO9107306
309689000,IMO8912120
309716000,IMO9014767
309761000,IMO9107318
309764000,IMO9077082
309785000,IMO9143740
309822000,IMO7926174
309841000,IMO9008732
309847000,IMO9327748
309901000,IMO9321251
309905000,IMO9357327
309955000,IMO9318503
309996000,IMO9151826
310132000,IMO9108128
310133000,IMO9108130
310764000,IMO9143544
310765000,IMO9143568
310768000,IMO9143556
310825000,IMO9232577
310847000,IMO9558218
311000076,IMO9585558
311000080,IMO9601168
311000083,IMO9529530
311000085,IMO9650937
311000092,IMO9515228
311000101,IMO9441623
311000102,IMO9672416
311000103,IMO9660798
311000104,IMO9672404
311000114,IMO9607083
311000119,IMO9649031
311000131,IMO9696096
311000137,IMO9660061
311000144,IMO9658941
311000153,IMO9635456
311000157,IMO9336880
311000187,IMO9690523
311000188,IMO9690535
311000193,IMO9567740
311000195,IMO9635468
311000206,IMO9682760
311000235,IMO9687162
311000239,IMO9636436
311000243,IMO9700287
311000296,IMO9489168
311000298,IMO9412294
311000315,IMO9692789
311000316,IMO9692777
311000321,IMO9690547
311000322,IMO9690559
311000327,IMO9731236
311000342,IMO9727405
311000368,IMO9138111
311000376,IMO9737058
311000384,IMO9738753
311000398,IMO9589683
311000400,IMO9726023
311000403,IMO9710139
311000408,IMO9731224
311000421,IMO9228734
311000424,IMO9755737
311000427,IMO9731822
311000430,IMO9574858
311000441,IMO9701267
311000442,IMO9701255
311000458,IMO9736810
311000459,IMO9736808
311000508,IMO9600982
311000537,IMO9767431
311000541,IMO9782209
311000552,IMO9726035
311000558,IMO9767728
311000565,IMO9790919
311000566,IMO9749996
311000570,IMO9726047
311000584,IMO9742455
311000614,IMO9773313
311000622,IMO9749295
311000624,IMO9539729
311000630,IMO9523251
311000641,IMO9817561
311000646,IMO9770543
311000651,IMO9729025
311000663,IMO9801263
311000673,IMO9363273
311000685,IMO9336086
311000705,IMO9336062
311000713,IMO9795971
311000715,IMO9580118
311000716,IMO9828297
311000724,IMO9143099
311000732,IMO9843364
311000738,IMO9401829
311000756,IMO9550266
311000767,IMO9370381
311000779,IMO9770555
311000782,IMO9128049
311000788,IMO9191498
311000789,IMO9636448
311000791,IMO9128051
311000796,IMO9159103
311000804,IMO9191474
311000808,IMO9405162
311000813,IMO9749233
311000824,IMO9738870
311000825,IMO9401879
311000832,IMO9867059
311000834,IMO9181168
311000841,IMO9713961
311000847,IMO9837298
311000853,IMO9765861
311000855,IMO9159115
311000857,IMO9363663
311000859,IMO9748071
311000876,IMO9330056
311000877,IMO9852705
311000886,IMO9612313
311000897,IMO9710579
311000898,IMO9710567
311000899,IMO9401984
311000905,IMO9183776
311000906,IMO9120334
311000907,IMO9138109
311000921,IMO9356309
311000922,IMO9356311
311000923,IMO9454436
