mmsi,imo
311001144,IMO9832432
311001156,IMO9652569
311001163,IMO1015466
311001188,IMO9733284
311001214,IMO9510371
311001216,IMO9691046
311001218,IMO9275050
311001220,IMO9452907
311001244,IMO9227027
311001246,IMO9782948
311001247,IMO9644550
311001248,IMO9607095
311001257,IMO9599078
311001274,IMO9748473
311001288,IMO9586320
311001318,IMO9657870
311001329,IMO9659737
311001337,IMO9419254
311001341,IMO9715490
311001345,IMO9227039
311001353,IMO9970636
311001374,IMO9659751
311001384,IMO9659749
311001385,IMO9730452
311001416,IMO9365790
311001454,IMO9658965
311001547,IMO9982720
311001548,IMO9982718
311001549,IMO9952488
311001561,IMO1016484
311001589,IMO9512056
311001598,IMO9688221
311001601,IMO9317406
311001605,IMO9317418
311001607,IMO9343493
311001609,IMO9613848
311001613,IMO9644524
311001614,IMO9613874
311001615,IMO9502336
311001617,IMO9343510
311001618,IMO9613836
311001621,IMO9363637
311001622,IMO9117739
311001623,IMO9117741
311001624,IMO9371062
311001625,IMO9401788
311001626,IMO9380764
311001627,IMO9144354
311001628,IMO9160803
311001629,IMO9233454
311001630,IMO9074078
311001632,IMO1042110
311001641,IMO9233466
311001642,IMO9609457
311001645,IMO9764104
311001655,IMO9952452
311001659,IMO9999682
311002500,IMO9314624
311002800,IMO9391579
311002900,IMO9441506
311003100,IMO9391593
311003200,IMO9391581
311003300,IMO9391567
311003400,IMO9388716
311003500,IMO9361835
311003600,IMO9361823
311003900,IMO9446881
311004900,IMO9338838
311005600,IMO9346847
311005700,IMO9386914
311005800,IMO9386926
311008600,IMO9395630
311008700,IMO9395628
311011500,IMO9438054
311013600,IMO9338840
311013800,IMO9393620
311013900,IMO9423786
311014100,IMO9423798
311015100,IMO9338852
311015600,IMO9300192
311016600,IMO9406104
311017800,IMO9393632
311018000,IMO9488097
311018300,IMO9393448
311018800,IMO9385477
311019100,IMO9295842
311024500,IMO9493652
311024800,IMO9493676
311025400,IMO9445708
311025800,IMO9402122
311028600,IMO9287194
311029800,IMO9452593
311032100,IMO9403059
311033200,IMO9406128
311033300,IMO9569944
311033500,IMO9441984
311035300,IMO9542520
311035400,IMO9542532
311035600,IMO9542544
311036200,IMO9605853
311036300,IMO9605865
311037100,IMO9409534
311039000,IMO9210440
311040600,IMO9441520
311040700,IMO9441556
311040800,IMO9441568
311043100,IMO9451238
311044300,IMO9008706
311044400,IMO9007532
311044500,IMO9007544
311045300,IMO9584059
311046100,IMO9346811
311048200,IMO9453107
311048300,IMO9455715
311049400,IMO9351737
311052200,IMO9449247
311052700,IMO9441570
311053100,IMO9530955
311053300,IMO9589140
311053400,IMO9593402
311053500,IMO9589152
311053600,IMO9602772
311054300,IMO9441594
311054400,IMO9441582
311055200,IMO9594248
311055300,IMO9594236
311055400,IMO9594224
311055500,IMO9594250
311056900,IMO9600994
311057100,IMO9640956
311057300,IMO9600970
311058600,IMO9496264
311060500,IMO9220859
311061600,IMO9582116
311062200,IMO8903167
311062300,IMO8819938
311062400,IMO8819926
311063100,IMO9590577
311064200,IMO9597109
311064700,IMO9543615
311064800,IMO9607007
311064900,IMO9607019
311070400,IMO9612143
311072300,IMO9441609
311072400,IMO9441611
311088000,IMO8408882
311288000,IMO9232814
311358000,IMO9346823
311379000,IMO9346835
311408000,IMO9237307
311475000,IMO9237319
311594000,IMO9277814
311595000,IMO9277802
311668000,IMO8917584
311695000,IMO9277826
311696000,IMO9277838
311697000,IMO9285615
311698000,IMO9285641
311744000,IMO9235141
311828000,IMO9285029
311829000,IMO9285122
311831000,IMO9285134
311918000,IMO9267924
311919000,IMO9267912
311921000,IMO9285639
311922000,IMO9285627
314033000,IMO9708942
314147000,IMO9761322
314148000,IMO9761334
314263000,IMO9368857
314277000,IMO9363534
314295000,IMO9402081
314296000,IMO9402093
314311000,IMO9425813
314312000,IMO9425825
314410000,IMO9488059
314427000,IMO9762364
314428000,IMO9762376
314449000,IMO9508316
314450000,IMO9303302
314452000,IMO9651541
314467000,IMO9700380
314482000,IMO9859789
314483000,IMO9848649
314485000,IMO9875197
314486000,IMO9861079
314507000,IMO9888003
314508000,IMO9902407
314509000,IMO9905277
314542000,IMO9299460
314569000,IMO8525111
314626000,IMO9586435
314685000,IMO9588380
314691000,IMO9929352
314693000,IMO9947299
314694000,IMO9947304
314697000,IMO9985667
314714000,IMO9416446
314779000,IMO9571387
314850000,IMO9972529
314864000,IMO9736212
314871000,IMO9748241
314904000,IMO9598074
314927000,IMO9700392
316001712,IMO5287847
316002050,IMO9239343
319029800,IMO9503964
319057600,IMO9643180
319058000,IMO9539183
319073100,IMO9711286
319076100,IMO9711298
319093100,IMO9757929
319125100,IMO9518062
319130500,IMO9748277
319132300,IMO9478937
319144400,IMO9755842
319153600,IMO9572082
319155200,IMO9304083
319156500,IMO9454084
319157400,IMO9399105
319192100,IMO9414462
319192200,IMO9313503
319200700,IMO9337614
319211600,IMO9468310
319213600,IMO9698434
319219200,IMO9356713
319366000,IMO9503988
319392000,IMO9515474
319409000,IMO9561277
319653000,IMO9368845
319740000,IMO9403281
319819000,IMO9476757
319875000,IMO9229697
319995000,IMO9503990
325111400,IMO9743045
338009000,IMO9339818
338034000,IMO9292319
338055000,IMO9530058
338058000,IMO9332949
338071000,IMO9342176
338078000,IMO9348649
338100000,IMO9289659
338121000,IMO9814600
338145000,IMO9375264
338172000,IMO9938365
338174000,IMO9704269
338217000,IMO9228136
338219000,IMO9228148
338225000,IMO9654220
338228000,IMO9191515
338241000,IMO9333022
338273000,IMO9538907
338324000,IMO9251808
338403000,IMO9333008
338408000,IMO9332975
338418000,IMO9332999
338446000,IMO9418987
338454000,IMO8964850
338474000,IMO9333034
338492000,IMO9316141
338525000,IMO9332987
338619000,IMO9332547
338640000,IMO9080297
338657000,IMO9181560
338678000,IMO8225931
338679000,IMO9538658
338721000,IMO9981922
338731000,IMO9198501
338753000,IMO9753519
338794000,IMO9332925
338796000,IMO9814612
338806000,IMO9178355
338815000,IMO9232230
338846000,IMO9147320
338881000,IMO9938377
338902000,IMO9231664
338919000,IMO6621662
338924074,IMO9668984
338924075,IMO9668972
338931000,IMO9145449
338947002,IMO0000000
338991000,IMO7925314
345010030,IMO8203634
345020003,IMO9379870
345040010,IMO9506514
345090024,IMO9686156
351008000,IMO9582972
351011000,IMO9866653
351026000,IMO9553488
351031000,IMO9553050
351034000,IMO9303211
351047000,IMO9782156
351101000,IMO9863819
351120000,IMO9588873
351124000,IMO9205976
351126000,IMO9409338
351132000,IMO9392119
351148000,IMO9874973
351177000,IMO9847853
351184000,IMO9782663
351187000,IMO9623116
351217000,IMO9696424
351224000,IMO9514353
351225000,IMO9644055
351237000,IMO9659830
351248000,IMO9251690
351249000,IMO9312975
351260000,IMO9518074
351275000,IMO9520948
351321000,IMO9481257
351335000,IMO9496226
351340000,IMO9207388
351353000,IMO9744996
351356000,IMO8715857
351359000,IMO9894624
351361000,IMO9399026
351374000,IMO9658771
351392000,IMO9338709
351398000,IMO9374210
351399000,IMO9724178
351400000,IMO9316347
351421000,IMO9722467
351427000,IMO9577460
351445000,IMO9729879
351446000,IMO9338723
351462000,IMO9727132
351473000,IMO9235050
351522000,IMO9713492
351546000,IMO9500986
351550000,IMO9644744
351567000,IMO9149835
351571000,IMO9850575
351573000,IMO9852822
351578000,IMO9365441
351600000,IMO9839064
351604000,IMO9622796
351606000,IMO9614309
351628000,IMO9638460
351638000,IMO9573866
351647000,IMO9680360
351658000,IMO9520637
351665000,IMO9320362
351673000,IMO9445629
351675000,IMO9110389
351698000,IMO9412749
351700000,IMO9285108
351733000,IMO9565546
351754000,IMO9636462
351755000,IMO9774276
351757000,IMO9182356
351758000,IMO9580493
351780000,IMO9267675
351783000,IMO9634634
351785000,IMO9579781
351796000,IMO9668269
351801000,IMO9410595
351805000,IMO9687083
351811000,IMO9478999
351819000,IMO9618288
351828000,IMO9279331
351831000,IMO9720055
351848000,IMO9467457
351867000,IMO9546095
351878000,IMO9487421
351887000,IMO9187289
351893000,IMO9477232
351908000,IMO9721877
351916000,IMO9461154
351928000,IMO9423255
351952000,IMO9529580
351954000,IMO9542855
351983000,IMO9832638
351988000,IMO9582544
351989000,IMO9131058
351994000,IMO9707821
352001003,IMO8716966
352001035,IMO9723148
352001037,IMO9922287
352001056,IMO9336581
352001121,IMO9934931
352001125,IMO9820996
352001129,IMO9166704
352001142,IMO9713909
352001154,IMO9737125
352001160,IMO9919541
352001162,IMO9427938
352001168,IMO9290426
352001169,IMO9373606
352001173,IMO9326342
352001176,IMO9911977
352001183,IMO9737694
352001184,IMO9699335
352001187,IMO9699361
352001188,IMO9926013
352001219,IMO9423516
352001233,IMO9131955
352001246,IMO9911989
352001258,IMO9914008
352001262,IMO9926025
352001266,IMO9919656
352001300,IMO9925772
352001313,IMO9665619
352001354,IMO9657856
352001355,IMO9657844
352001358,IMO9941398
352001364,IMO9926063
352001367,IMO9289544
352001386,IMO9935442
352001395,IMO9169342
352001401,IMO9926049
352001434,IMO9913030
352001438,IMO9897975
352001449,IMO9593751
352001459,IMO9936850
352001460,IMO9933195
352001472,IMO9188908
352001517,IMO9926037
352001532,IMO9936757
352001543,IMO9943554
352001553,IMO9926075
352001558,IMO9941532
352001570,IMO9932763
352001585,IMO9935806
352001586,IMO9935818
352001592,IMO9933236
352001593,IMO9947225
352001598,IMO9925746
352001690,IMO9942029
352001703,IMO9936769
352001719,IMO9929338
352001743,IMO9938614
352001784,IMO9933028
352001811,IMO9933248
352001812,IMO9124926
352001831,IMO9338694
352001832,IMO9926087
352001835,IMO9932139
352001854,IMO9942160
352001856,IMO9950911
352001882,IMO9951800
352001918,IMO9952414
352001920,IMO9448140
352001939,IMO9937244
352001985,IMO9225524
352002017,IMO9949467
352002033,IMO9400930
352002046,IMO9539248
352002064,IMO9943566
352002068,IMO9932775
352002071,IMO9663324
352002128,IMO9942196
352002141,IMO9952426
352002148,IMO9937256
352002165,IMO9926594
352002187,IMO9942081
352002214,IMO9539365
352002216,IMO9294214
352002231,IMO9708746
352002238,IMO9942110
352002245,IMO9928190
352002256,IMO9942043
352002271,IMO9401362
352002283,IMO9947237
352002338,IMO9496161
352002358,IMO9965019
352002362,IMO9949479
352002379,IMO9135468
352002391,IMO9928205
352002396,IMO9951812
352002400,IMO9951795
352002407,IMO9966104
352002433,IMO9941972
352002445,IMO9965473
352002447,IMO9684471
352002453,IMO9952464
352002472,IMO9959436
352002478,IMO9933250
352002496,IMO9951903
352002520,IMO9965461
352002554,IMO9951927
352002567,IMO9381873
352002593,IMO9945526
352002605,IMO9933262
352002625,IMO9928217
352002632,IMO9949687
352002640,IMO9942213
352002669,IMO9965617
352002693,IMO9959723
352002694,IMO9515474
352002703,IMO9973042
352002706,IMO9789049
352002718,IMO9966087
352002727,IMO9942005
352002742,IMO9951915
352002746,IMO9972426
352002781,IMO9338711
352002798,IMO9431630
352002807,IMO9937567
352002816,IMO9949699
352002868,IMO9952438
352002887,IMO9789051
352002890,IMO9937579
352002891,IMO9950894
352002915,IMO9972438
352002944,IMO9979204
352002945,IMO9968970
352002963,IMO9969168
352002979,IMO9972440
352002990,IMO9947263
352002997,IMO9928229
352003021,IMO9792711
352003032,IMO9951771
352003063,IMO9897925
352003071,IMO9950909
352003082,IMO9502855
352003083,IMO9950533
352003115,IMO9805702
352003120,IMO9968982
352003121,IMO9972452
352003132,IMO9937581
352003134,IMO9542831
352003136,IMO9959462
352003160,IMO9972646
352003161,IMO9969027
352003165,IMO9979125
352003208,IMO9989261
352003250,IMO9984534
352003302,IMO9979137
352003325,IMO9968334
352003424,IMO9989948
352003435,IMO9972012
352003458,IMO9189926
352003525,IMO9947287
352003575,IMO9979278
352003598,IMO9310575
352003624,IMO9991276
352003641,IMO9991238
352003653,IMO9991070
352003657,IMO9972634
352003685,IMO9956886
352003693,IMO9984493
352003702,IMO9285354
352003803,IMO9984168
352003805,IMO9478626
352003813,IMO9514004
352003837,IMO9969065
352003844,IMO9992268
352003845,IMO9964857
352003865,IMO9977945
352003897,IMO9972531
352003898,IMO9989950
352003919,IMO9991082
352003967,IMO9953781
352003983,IMO9974101
352004008,IMO9984170
352004036,IMO9982990
352004044,IMO9972036
352004052,IMO1020760
352004080,IMO9996977
352004100,IMO1013676
352004116,IMO9964869
352004121,IMO9961934
352004129,IMO9406087
352004149,IMO9991226
352004163,IMO1014137
352004204,IMO9970234
352004280,IMO9991202
352004318,IMO1013652
352004319,IMO1014125
352004352,IMO9826433
352004369,IMO9991159
352004408,IMO9699957
352004430,IMO9519200
352004433,IMO9979228
352004482,IMO9964871
352004518,IMO9984558
352004548,IMO9742390
352004564,IMO9974113
352004596,IMO1014151
352004609,IMO9964895
352004653,IMO9985526
352004669,IMO1036044
352004681,IMO9370422
352004705,IMO1017543
352004714,IMO9982809
352004744,IMO9964510
352004792,IMO9990674
352004818,IMO9977816
352004819,IMO9964883
352004883,IMO9319595
352004895,IMO1024534
352004908,IMO9973054
352005009,IMO1015351
352005013,IMO9737149
352005098,IMO1036006
352005162,IMO9606039
352005173,IMO1030882
352005215,IMO9354648
352005218,IMO9990698
352005219,IMO1015583
352005249,IMO1028657
352005266,IMO1036513
352005335,IMO1036123
352005373,IMO1031848
352005489,IMO1049261
352005632,IMO1057103
352005728,IMO9320013
352005731,IMO9320001
352005779,IMO9491599
352005860,IMO1057177
352005950,IMO1048970
352006030,IMO9606041
352006082,IMO1033535
352006136,IMO9521875
352012000,IMO9758466
352023000,IMO9561954
352027000,IMO9207754
352031000,IMO9459163
352044000,IMO9641833
352062000,IMO9209506
352082000,IMO9738961
352111000,IMO9850812
352135000,IMO9604122
352140000,IMO9230490
352142000,IMO9293648
352149000,IMO9737486
352157000,IMO9158563
352163000,IMO9511052
352166000,IMO9597422
352202000,IMO9574846
352212000,IMO9079157
352244000,IMO9781994
352246000,IMO9579638
352283000,IMO9209271
352292000,IMO9636395
352300000,IMO9524035
352335000,IMO9226920
352346000,IMO9043768
352359000,IMO9176670
352361000,IMO9399038
352367000,IMO9623764
352369000,IMO9687760
352383000,IMO9861213
352411000,IMO9908451
352426000,IMO9803417
352467000,IMO9370238
352469000,IMO9878694
352476000,IMO9567257
352505000,IMO9451628
352506000,IMO9610444
352508000,IMO9633252
352546000,IMO9883003
352582000,IMO9599066
352583000,IMO7816903
352586000,IMO9518206
352589000,IMO9798844
352597000,IMO9692739
352606000,IMO9764104
352619000,IMO9618290
352630000,IMO9446611
352631000,IMO9345427
352633000,IMO9622837
352652000,IMO9404766
352675000,IMO9224532
352676000,IMO9881146
352686000,IMO9072501
352690000,IMO9301055
352692000,IMO9607813
352715000,IMO9642174
352718000,IMO9574066
352721000,IMO9383508
352732000,IMO9574078
352753000,IMO9510034
352802000,IMO8307753
352821000,IMO9609354
352822000,IMO9312999
352834000,IMO9732448
352843000,IMO9539535
352864000,IMO9763887
352870000,IMO9251705
352871000,IMO9339284
352879000,IMO9284776
352882000,IMO9354208
352888000,IMO9775139
352892000,IMO9284893
352898685,IMO9932115
352898687,IMO9914486
352898697,IMO9921623
352898705,IMO9928035
352898725,IMO9913535
352898749,IMO9443384
352898762,IMO9898993
352898773,IMO9919668
352898775,IMO9919670
352898778,IMO9701293
352898799,IMO9913999
352898819,IMO9919553
352905000,IMO9293882
352915000,IMO9252216
352927000,IMO9826835
352929000,IMO9381665
352935000,IMO9247572
352948000,IMO9278155
352952000,IMO9606314
352955000,IMO9508718
352978124,IMO9921855
352978137,IMO9913987
352978143,IMO9916214
352978148,IMO9695119
352978155,IMO9324667
352978194,IMO9878515
352978219,IMO9430222
352978234,IMO9932103
352978240,IMO9595151
352978246,IMO9911422
352978268,IMO9905265
352978277,IMO9590917
352978280,IMO9908229
352980770,IMO9916226
352980796,IMO9561265
352980797,IMO9397999
352980798,IMO9397987
352980863,IMO9449352
352980867,IMO9920057
352983000,IMO9279989
352986128,IMO9863869
352986134,IMO9880128
352986140,IMO9905253
352986143,IMO9863871
352986151,IMO9520675
352986158,IMO9921843
352986159,IMO9878503
352986187,IMO9897597
352986189,IMO9908437
352986193,IMO9912361
352993000,IMO9474723
352999885,IMO9459149
353006000,IMO9597678
353013000,IMO9728083
353025000,IMO9337664
353033000,IMO9448138
353038000,IMO9797682
353051000,IMO9401142
353054000,IMO9800855
353062000,IMO9866407
353081000,IMO9450167
353090000,IMO9604859
353092000,IMO9643312
353093000,IMO9708758
353096000,IMO9482134
353100000,IMO9675573
353105000,IMO9726700
353111000,IMO9292175
353117000,IMO9306172
353123000,IMO9875721
353146000,IMO9438391
353155000,IMO9399052
353157000,IMO9423578
353160000,IMO9404663
353162000,IMO9399014
353163000,IMO9431185
353178000,IMO9607100
353184000,IMO9865568
353188000,IMO9539353
353191000,IMO9629677
353193000,IMO9542415
353204000,IMO9492098
353221000,IMO8318087
353229000,IMO9873163
353233000,IMO9668312
353245000,IMO9528158
353246000,IMO9203112
353251000,IMO9446439
353260000,IMO9659921
353275000,IMO9860582
353289000,IMO9372482
353321000,IMO9687069
353325000,IMO9434539
353332000,IMO9363948
353393000,IMO9511430
353411000,IMO9302097
353414000,IMO9529592
353421000,IMO9496977
353424000,IMO9732412
353428000,IMO9467407
353443000,IMO9860609
353446000,IMO9810757
353453000,IMO9777838
353472000,IMO9476290
353478000,IMO9545170
353499000,IMO9250983
353511000,IMO9651034
353514000,IMO9267687
353518000,IMO9074913
353528000,IMO9873175
353544000,IMO9544712
353549000,IMO8317289
353560000,IMO9420320
353564000,IMO9774290
353577000,IMO9287778
353578000,IMO9518191
353579000,IMO9547154
353592000,IMO9588093
353601000,IMO9550670
353619000,IMO9461075
353639000,IMO9558256
353642000,IMO9303168
353647000,IMO9633185
353666000,IMO9230488
353667000,IMO9105322
353693000,IMO9454668
353702000,IMO9433664
353706000,IMO9827243
353710000,IMO9286906
353718000,IMO9087221
353719000,IMO9181663
353720000,IMO9864992
353732000,IMO9491575
353751000,IMO9757943
353772000,IMO9897810
353775000,IMO9226932
353778000,IMO9700873
353798000,IMO9864394
353802000,IMO9760122
353804000,IMO9452919
353814000,IMO9478949
353821000,IMO9856311
353823000,IMO9116292
353826000,IMO9890680
353848000,IMO9158575
353862000,IMO9681508
353865000,IMO9811036
353873000,IMO9282261
353892000,IMO9258349
353903000,IMO9560352
353929000,IMO9749946
353931000,IMO9343560
353933000,IMO9481233
353934000,IMO9282259
353941000,IMO9817535
353943000,IMO9561253
353968000,IMO9281279
353995000,IMO9182174
353997000,IMO9757204
354013000,IMO9713466
354022000,IMO9850824
354048000,IMO9656400
354053000,IMO9433054
354060000,IMO9624299
354084000,IMO9573842
354091000,IMO9774329
354101000,IMO9713820
354120000,IMO9463267
354124000,IMO9546801
354141000,IMO9520900
354149000,IMO9445394
354162000,IMO9538983
354180000,IMO9590979
354184000,IMO9117868
354194000,IMO9249207
354196000,IMO9628570
354197000,IMO9638824
354199000,IMO9581174
354202000,IMO9281267
354203000,IMO9250220
354212000,IMO9337638
354227000,IMO9609524
354228000,IMO9755684
354249000,IMO9438377
354250000,IMO9604768
354256000,IMO7930668
354311000,IMO9749403
354315000,IMO9309461
354340000,IMO9226918
354345000,IMO9875109
354360000,IMO9566605
354363000,IMO9446489
354393000,IMO9414981
354394000,IMO9724180
354396000,IMO9565053
354410000,IMO9283887
354415000,IMO9279965
354421000,IMO9276767
354422000,IMO9380752
354423000,IMO9338864
354425000,IMO9487419
354429000,IMO9805726
354436000,IMO9667306
354455000,IMO9694854
354459000,IMO9851323
354462000,IMO9461398
354499000,IMO9304411
354501000,IMO9755854
354505000,IMO9181651
354508000,IMO9311244
354519000,IMO9894765
354530000,IMO9349813
354532000,IMO9674799
354552000,IMO9774264
354560000,IMO9438365
354589000,IMO9589695
354591000,IMO9284738
354604000,IMO9599913
354617000,IMO8011029
354625000,IMO9404651
354632000,IMO9311189
354634000,IMO9726841
354642000,IMO9496202
354643000,IMO9563627
354658000,IMO9579884
354662000,IMO9284764
354668000,IMO9392078
354701000,IMO9851335
354706000,IMO9473755
354709000,IMO9726504
354711000,IMO9155107
354712000,IMO9290282
354726000,IMO9495923
354727000,IMO9817925
354736000,IMO9434527
354739000,IMO9805312
354744000,IMO9339296
354745000,IMO9351579
354747000,IMO9618501
354751000,IMO9318113
354774000,IMO9433614
354777000,IMO9890903
354805000,IMO9086710
354822000,IMO9650925
354827000,IMO7396147
354839000,IMO9395147
354857000,IMO9774460
354868000,IMO9658783
354872000,IMO9708540
354879000,IMO9285110
354884000,IMO9249910
354886000,IMO9345415
354891000,IMO9337640
354896000,IMO9594925
354898000,IMO9384928
354899000,IMO9283875
354909000,IMO9780134
354928000,IMO9741437
354929000,IMO9479216
354962000,IMO9467885
354972000,IMO9275971
354973000,IMO9699701
354974000,IMO9544102
355002000,IMO9223980
355006000,IMO9353278
355024000,IMO9875020
355026000,IMO9633032
355029000,IMO9228306
355063000,IMO9648879
355077000,IMO9663245
355109000,IMO9782118
355132000,IMO9860623
355137000,IMO9181376
355139000,IMO9561289
355142000,IMO9642203
355148000,IMO9692741
355153000,IMO9623740
355170000,IMO9270907
355174000,IMO9561875
355211000,IMO9681493
355216000,IMO9251717
355219000,IMO9860300
355222000,IMO9355238
355234000,IMO9229398
355256000,IMO9767778
355271000,IMO9395161
355280000,IMO9454515
355283000,IMO9398383
355290000,IMO9590890
355304000,IMO9673197
355305000,IMO9203954
355308000,IMO9225677
355322000,IMO9552989
355328000,IMO9840506
355342000,IMO9474620
355369000,IMO9548574
355378000,IMO9782182
355395000,IMO9153563
355398000,IMO8517891
355400000,IMO9560364
355401000,IMO9426764
355410000,IMO9414149
355418000,IMO9700964
355433000,IMO9337626
355462000,IMO9785603
355469000,IMO9519511
355480000,IMO9550369
355485000,IMO9699725
355488000,IMO9536959
355494000,IMO9785988
355496000,IMO9881172
355506000,IMO9852925
355518000,IMO9454723
355528000,IMO9799769
355534000,IMO9667459
355540000,IMO9274939
355557000,IMO9317377
355558000,IMO9510151
355572000,IMO9774032
355576000,IMO9687693
355578000,IMO9874284
355581000,IMO9302102
355586000,IMO9427134
355594000,IMO9764075
355612000,IMO9687095
355646000,IMO9603996
355649000,IMO9247584
355650000,IMO9189926
355655000,IMO9606003
355663000,IMO9810769
355673000,IMO9658965
355677000,IMO9238583
355680000,IMO9574365
355703000,IMO9757230
355708000,IMO9279329
355716000,IMO8330528
355729000,IMO9539169
355745000,IMO9213454
355748000,IMO9496238
355760000,IMO9574377
355768000,IMO9574092
355783000,IMO9410600
355793000,IMO8310877
355797000,IMO9125217
355800000,IMO9622801
355817000,IMO9838436
355825000,IMO9732436
355835000,IMO9110274
355853000,IMO9775141
355857000,IMO9573907
355860000,IMO9460590
355867000,IMO9876048
355870000,IMO9836907
355872000,IMO9609627
355882000,IMO8511263
355886000,IMO9491680
355899000,IMO9563603
355911000,IMO9598012
355913000,IMO9785615
355919000,IMO9304423
355921000,IMO9856270
355922000,IMO9831517
355924000,IMO9519145
355953000,IMO9254628
355959000,IMO9599092
355972000,IMO9668881
355980000,IMO9476939
356006000,IMO9478822
356008000,IMO9164586
356010000,IMO9134177
356046000,IMO9450155
356066000,IMO9882322
356073000,IMO9519119
356087000,IMO9502829
356088000,IMO9288485
356093000,IMO9299549
356108000,IMO8318879
356110000,IMO9690511
356112000,IMO9305714
356124000,IMO9691151
356144000,IMO9478937
356188000,IMO9641924
356189000,IMO9660011
356205000,IMO9351581
356219000,IMO9713894
356222000,IMO9589786
356237000,IMO9425851
356244000,IMO9749972
356249000,IMO9110377
356285000,IMO9553000
356289000,IMO9703306
356298000,IMO9362700
356308000,IMO9490595
356309000,IMO9792022
356315000,IMO9700809
356320000,IMO9727297
356330000,IMO9372470
356334000,IMO9801158
356340000,IMO9708980
356398000,IMO9883508
356407000,IMO9604172
356408000,IMO9481245
356411000,IMO9528160
356413000,IMO9292230
356440000,IMO9625932
356546000,IMO9550371
356548000,IMO9689794
356555000,IMO9628128
356565000,IMO9444261
356571000,IMO9273909
356577000,IMO9273894
356579000,IMO9102746
356581000,IMO9345403
356585000,IMO9883015
356590000,IMO9465215
356624000,IMO9806304
356631000,IMO9740160
356643000,IMO9561801
356660000,IMO9681704
356668000,IMO9782625
356676000,IMO9454292
356680000,IMO9593816
356688000,IMO9738777
356701000,IMO9567245
356707000,IMO9659919
356708000,IMO9112272
356709000,IMO7116406
356718000,IMO9520663
356727000,IMO9580211
356744000,IMO9326158
356749000,IMO9781035
356752000,IMO9726516
356755000,IMO9870458
356760000,IMO9546100
356777000,IMO9642227
356779000,IMO9820972
356811000,IMO9317092
356822000,IMO9628568
356827000,IMO9864382
356844000,IMO9286877
356874000,IMO9728095
356879000,IMO9840972
356882000,IMO9442835
356909000,IMO9355252
356912000,IMO9811921
356941000,IMO9757228
356946000,IMO9251688
356956000,IMO9519133
356961000,IMO9477220
356963000,IMO9616046
357002000,IMO9668386
357016000,IMO9845879
357028000,IMO9531662
357046000,IMO9782974
357053000,IMO9909065
357067000,IMO9278143
357069000,IMO9490260
357072000,IMO8413942
357074000,IMO9799745
357075000,IMO9846287
357076000,IMO9675585
357077000,IMO9169158
357079000,IMO9402744
357086000,IMO9426776
357094000,IMO9869588
357096000,IMO9618276
357104000,IMO9502972
357106000,IMO9202649
357110000,IMO9633109
357114000,IMO9849564
357116000,IMO9727273
357146000,IMO9846330
357147000,IMO9610391
357169000,IMO9594389
357175000,IMO9416965
357180000,IMO9645566
357194000,IMO9727089
357209000,IMO9858292
357213000,IMO9482122
357247000,IMO9169316
357254000,IMO9719343
357262000,IMO9518098
357277000,IMO9379870
357279000,IMO9652480
357289000,IMO9317468
357320000,IMO9701190
357329000,IMO9763992
357330000,IMO9675743
357336000,IMO9169328
357347000,IMO9267663
357353000,IMO9561631
357357000,IMO9800879
357359000,IMO9860647
357370000,IMO9552408
357380000,IMO9203502
357388000,IMO9203526
357396000,IMO9678329
357399000,IMO9342736
357401000,IMO9875147
357405000,IMO9279977
357411000,IMO9209104
357422000,IMO9720079
357431000,IMO9580235
357437000,IMO9550292
357444000,IMO9102710
357451000,IMO9863170
357454000,IMO9851347
357455000,IMO9102722
357457000,IMO9775854
357458000,IMO9875032
357465000,IMO9566461
357480000,IMO9599183
357486000,IMO9855692
357494000,IMO9888871
357499000,IMO9304382
357513000,IMO9454058
357533000,IMO9711729
357547000,IMO9560376
357568000,IMO9537563
357591000,IMO9187576
357601000,IMO9196395
357604000,IMO9863106
357682000,IMO9181558
357694000,IMO9565560
357726000,IMO9452921
357737000,IMO9168867
357743000,IMO9615327
357758000,IMO9899399
357764000,IMO9768045
357777000,IMO9687215
357795000,IMO9553103
357802000,IMO9181479
357835000,IMO9434498
357839000,IMO9487586
357847000,IMO9705421
357891000,IMO9469560
357900000,IMO9206011
357919000,IMO9355044
357926000,IMO9467392
357928000,IMO9552355
357929000,IMO9409065
357957000,IMO9368900
357961000,IMO9207120
357977000,IMO9700574
357983000,IMO9184940
357984000,IMO9355501
357988000,IMO9567661
357993000,IMO9355032
357994000,IMO9597408
366101400,IMO9191200
366102000,IMO9448425
366138000,IMO9388144
366215000,IMO9296353
366230000,IMO9418975
366231000,IMO9126297
366418000,IMO9349526
366479000,IMO9121273
366503000,IMO6905288
366551000,IMO8200711
366562000,IMO7907984
366563000,IMO7907996
366574000,IMO6916433
366575000,IMO7226689
366576000,IMO9002037
366605000,IMO9043885
366607000,IMO9043938
366629000,IMO7729459
366663000,IMO9505065
366677000,IMO9213040
366734000,IMO7390129
366750000,IMO9210309
366758000,IMO7617905
366766000,IMO9407809
366771000,IMO9303546
366791000,IMO7729461
366799000,IMO7617890
366816910,IMO9260744
366838000,IMO7602259
366839000,IMO7530808
366841000,IMO7530810
366842000,IMO7616377
366845210,IMO0000000
366851610,IMO8976475
366893910,IMO5206362
366911650,IMO8980701
366954010,IMO9297747
366969950,IMO5203205
